idspecies,id_sp_region,region_of_first_record,sourceid
100161,1030699,Simnas aquacultural ponds,""
53258,1030700,Baltic coast,""
53701,1030701,Kauno reservoir,""
53699,1030702,Kauno reservoir,""
53261,1030703,Unknown,""
50150,1030704,Curronian lagoon,""
100244,1030705,"Simnas aquacultural ponds, ponds and lakes in S Lithuania",""
53284,1030706,Meteliai aquacultural ponds,""
53285,1030707,Unknown,""
50291,1030708,Curronian lagoon,""
50296,1030710,Elektr?n? reservoir,""
50162,1030711,Unknown,""
50169,1030712,Curronian lagoon,""
1052,1030713,Unknown,""
54465,1030714,Unknown,""
50176,1030715,Baltic coast,""
50182,1030716,Curronian lagoon,""
53345,1030717,Kauno reservoir,""
50297,1030718,Baltic coast,""
50298,1030719,Elektr?n? reservoir,""
50300,1030720,Elektr?n? reservoir,""
53757,1030721,Elektr?n? reservoir,""
53758,1030722,Elektr?n? reservoir,""
53759,1030723,Elektr?n? reservoir,""
17367,1030724,Unknown,""
53368,1030725,Kauno reservoir,""
53375,1030726,Baltic coast,""
100575,1030727,Lake Dunojus nearby Lazdijai,""
50223,1030728,Baltic coast,""
50301,1030729,Nev?Å¾is,""
50303,1030730,Baltic coast,""
53401,1030731,Kauno reservoir,""
50292,1030734,Unknown,""
53415,1030735,Unknown,""
53689,1030736,Kauno reservoir,""
100707,1030737,Pond nearby Lentvaris,""
53444,1030739,Kauno reservoir,""
53448,1030740,Curronian lagoon,""
53469,1030743,Unknown,""
5067,1030744,Unknown,""
50486,1030745,Atlantic coast,""
50119,1030746,Atlantic coast,""
50120,1030747,Atlantic coast,""
50124,1030749,Atlantic coast,""
50127,1030750,Atlantic coast,""
50128,1030751,Atlantic coast,""
50132,1030752,Atlantic coast,""
50487,1030753,Atlantic coast,""
50488,1030757,Atlantic coast,""
50147,1030758,Atlantic coast,""
50148,1030759,Atlantic coast,""
50156,1030760,Atlantic coast,""
50159,1030761,Atlantic coast,""
100273,1030762,Atlantic coast,""
100291,1030763,Atlantic coast,""
50169,1030764,Ebro River,""
50172,1030765,Atlantic coast,""
50176,1030766,near Seville,""
53326,1030769,Atlantic coast,""
53329,1030770,Atlantic coast,""
100394,1030771,Atlantic coast,""
100395,1030772,Galicia,""
50493,1030773,Atlantic coast,""
53333,1030774,Galicia,""
100422,1030775,Atlantic coast,""
50191,1030776,Atlantic coast,""
50515,1030777,Atlantic coast,""
50204,1030778,Atlantic coast,""
53370,1030779,Atlantic coast,""
50215,1030780,Atlantic coast,""
53376,1030781,Atlantic coast,""
50228,1030783,Atlantic coast,""
53415,1030784,Atlantic coast,""
50539,1030785,Atlantic coast,""
50495,1030787,Galicia,""
53437,1030788,Atlantic coast,""
53452,1030789,Atlantic coast,""
50554,1030790,Atlantic coast,""
50263,1030792,Atlantic coast,""
50500,1030793,Atlantic coast,""
4843,1030794,Atlantic coast,""
53493,1030795,Atlantic coast,""
50506,1030796,Atlantic coast,""
50122,1030839,Volga River,""
50266,1030840,Volga River,""
100948,1030841,Volga River,""
100024,1030842,Volga River,""
53595,1030843,Caspian Sea,""
100811,1030844,Caspian Sea,""
9681,1030846,Volga River,""
22424,1030847,Volga River,""
5068,1030848,Volga River,""
100046,1030849,Volga River,""
100109,1030850,Caspian Sea,""
53508,1030851,Don River,""
100236,1030852,Caspian Sea,""
50150,1030853,Baltic Sea,""
53235,1030854,Azov Sea,""
53633,1030855,Azov Sea,""
100581,1030856,Caspian Sea,""
100094,1030857,Caspian Sea,""
53390,1030858,Black Sea,""
53638,1030859,Black Sea,""
100698,1030860,Caspian Sea,""
50118,1030861,Baltic Sea,""
50258,1030862,Volga River,""
50257,1030864,Baltic Sea,""
100787,1030865,Baltic Sea,""
100784,1030866,Baltic Sea,""
100968,1030867,Baltic Sea,""
100696,1030868,Baltic Sea,""
100695,1030869,Baltic Sea,""
100017,1030870,Volga River,""
50308,1030871,Volga River,""
53375,1030872,Baltic Sea,""
100117,1030873,Baltic Sea,""
53348,1030874,Volga River,""
53211,1030875,Baltic Sea,""
100618,1030876,Caspian Sea,""
50180,1030877,Azov Sea,""
100937,1030878,Caspian Sea,""
100316,1030879,Azov Sea,""
50287,1030880,Volga River,""
50553,1030881,Black Sea,""
53448,1030882,Baltic Sea,""
100001,1030883,Caspian Sea,""
100602,1030884,Caspian Sea,""
53735,1030885,Azov Sea,""
50169,1030886,Baltic Sea,""
53730,1030887,Volga River,""
50223,1030888,Baltic Sea,""
100585,1030889,Caspian Sea,""
50276,1030890,Azov Sea,""
50128,1030891,Baltic Sea,""
53229,1030892,Caspian Sea,""
100007,1030894,Caspian Sea,""
100142,1030895,Caspian Sea,""
53668,1030896,Volga River,""
53670,1030897,Volga River,""
100141,1030898,Volga River,""
100274,1030899,Volga River,""
100639,1030900,Caspian Sea,""
100523,1030901,Volga River,""
100286,1030902,Volga River,""
100287,1030903,Volga River,""
53658,1030904,Volga River,""
100139,1030905,Volga River,""
53258,1030906,Volga River; Baltic Sea,""
100250,1030907,Volga River,""
53662,1030908,Don River,""
100358,1030909,Baltic Sea,""
100756,1030910,Caspian Sea,""
100747,1030911,Caspian Sea,""
100384,1030912,Volga River,""
53444,1030913,Volga River; Baltic Sea,""
53300,1030914,Volga River,""
53401,1030915,Volga River,""
53402,1030916,Volga River,""
53699,1030917,Baltic Sea,""
50182,1030918,Baltic Sea,""
100477,1030919,Caspian Sea,""
50144,1030920,Baltic Sea,""
100254,1030921,Caspian Sea,""
100694,1030922,Volga River,""
53690,1030923,Don River,""
53689,1030924,Baltic Sea,""
53368,1030926,Baltic Sea,""
53345,1030927,Baltic Sea,""
53693,1030928,Volga River,""
100674,1030929,Caspian Sea,""
100673,1030930,Caspian Sea,""
100910,1030931,Baltic Sea,""
50531,1030932,Azov Sea,""
50176,1030933,Baltic Sea,""
100690,1030934,Barents Sea,""
50542,1030935,Azov Sea,""
53266,1030936,Barents Sea,""
100014,1030940,Volga River,""
100225,1030944,Volga River,""
100242,1030949,Volga River,""
100834,1030966,Volga River,""
100833,1030967,Volga River,""
53757,1030974,Volga River,""
53759,1030975,Volga River,""
50260,1030976,Volga River,""
100927,1030978,Don River,""
50303,1030980,Volga River,""
50304,1030981,Volga River,""
100613,1030982,Volga River,""
53455,1030983,Volga River,""
100111,1030984,Volga River,""
100529,1030985,Caspian Sea,""
100533,1030986,Caspian Sea,""
100743,1030989,Onega Lake,""
100013,1030997,Dan river,""
100055,1030998,Lake Kinneret,""
50293,1030999,Lake Kinneret,""
100155,1031000,Lake Kinneret,""
100198,1031001,Lake Kinneret,""
100216,1031002,"Shokek spring, Jordan Basin;",""
50296,1031003,Lake Kinneret,""
50162,1031004,Lake Kinneret,""
100302,1031005,Lake Kinneret,""
100374,1031006,Hadera swamps,""
50298,1031007,Lake Kinneret,""
53758,1031008,Lake Kinneret,""
100529,1031009,Lake Kinneret,""
100530,1031010,Lake Kinneret,""
100532,1031011,Lake Kinneret,""
100533,1031012,Lake Kinneret,""
100558,1031013,Hadera River,""
101066,1031014,Birket Ram,""
100590,1031015,Lake Kinneret,""
50565,1031016,Lake Kinneret,""
50233,1031017,"Yarkon, Kziv Rivers",""
101089,1031018,Lake Kinneret,""
100659,1031019,"Yarkon, Alexander rivers",""
100724,1031020,Lake Kinneret,""
100725,1031021,Taninim River,""
100759,1031022,"Assi river, Jordan Basin",""
100866,1031023,"Shokek spring, Jordan Basin;",""
50279,1031024,released into Jordan River,""
100990,1031025,Yarkon River,""
50531,1031026,Lake Kinneret,""
53289,1031027,Vltava,""
50170,1031028,"Vltava, Berounka",""
100361,1031030,Elbe (Labe),""
53382,1031032,Elbe (Labe),""
53448,1031034,D?Ã­novskÃ© jezero,""
53281,1031035,Elbe (Labe),""
50169,1031036,Elbe (Labe),""
100285,1031039,fishpond Å½abakor,""
100288,1031040,reservoir Vrchlice,""
50176,1031041,Elbe (Labe),""
100582,1031042,fishpond Bohumile?skÃ½ rybnÃ­k,""
50292,1031043,ponds and oxbows by the Elbe (Labe),""
53415,1031044,fishponds,""
53420,1031045,Elbe (Labe),""
100129,1031046,Soos,""
100130,1031047,fishpond ?eÅ¾abinec,""
53301,1031049,Elbe (Labe),""
100312,1031050,Vltava,""
100288,1031051,Bodensee (V),""
100321,1031052,Danube (W),""
100726,1031053,Danube (N),""
100356,1031055,Danube (N),""
100565,1031057,Lunz (N),""
53227,1031058,Danube (O),""
53368,1031059,Danube (N),""
53345,1031060,Danube,""
53693,1031061,Danube,""
100622,1031070,Danube,""
53415,1031072,several,""
50292,1031073,S,""
50176,1031074,Danube (N),""
53353,1031075,Danube (W),""
53232,1031083,MillstÃ¤tter See (K),""
50258,1031087,Neusiedler See (B),""
100282,1031089,Neusiedler See (B),""
100405,1031090,Bodensee (V),""
100489,1031093,Mondsee (O),""
50118,1031094,Neusiedler See (B),""
100769,1031095,Aschach bei Eferding (O),""
53467,1031098,MillstÃ¤tter See (K),""
53470,1031100,Schwarzsee (V),""
100108,1031101,Warmbach Villach (K),""
50307,1031107,"March, GroÃŸe Tulln (N)",""
50260,1031111,Salzburg-Aigen,""
53388,1031114,WÃ¶rthersee (K),""
100420,1031115,Warmbach Villach (K),""
100421,1031116,Warmbach Villach (K),""
53439,1031117,Warmbach Villach (K),""
100991,1031118,Warmbach Villach (K),""
100990,1031119,Warmbach Villach (K),""
50015,1031123,Unknown,""
100962,1031124,Unknown,""
50009,1031125,Seegrotte bei MÃ¶dling (N),""
53736,1031126,"Danube (Stockerau, N) and Thaya (Bernhardsthal, N)",""
53281,1031127,"Danube (Deutsch-Altenburg, N)",""
50169,1031128,Unknown,""
53722,1031129,Danube (N),""
53448,1031132,Bodensee (V),""
100403,1031136,Bad Fischau (N),""
100862,1032526,Unknown,""
100699,1032527,Unknown,""
100425,1032528,Unknown,""
53253,1032529,Unknown,""
100208,1032530,Unknown,""
1121,1032531,Ksamil,""
100976,1032535,Annaba,""
100062,1032536,Unknown,""
50124,1032537,near Alger,""
50147,1032538,Unknown,""
50148,1032539,Jean-Bart,""
100399,1032540,Unknown,""
100464,1032541,Unknown,""
100535,1032542,Cap Matifou,""
50228,1032543,Unknown,""
100503,1032546,Mljet Isl.,""
100901,1032547,Gornji Molunat Bay,""
100878,1032548,Bobara I. nr Cavtat,""
100679,1032549,near Rijeka,""
100560,1032550,Hvar,""
100128,1032551,Unknown,""
53432,1032552,Unknown,""
50156,1032553,Ston,""
100872,1032554,Mljet I.,""
101294,1032555,Southern side of Cres Island,""
100423,1032556,"Uvala Slanik, NW Istra",""
53230,1032557,Rovinj and Pula,""
50515,1032558,Hvar,""
50124,1032559,Unknown,""
53253,1032560,Hvar Isl.,""
100166,1032561,"Starigrad, Hvar",""
100351,1032562,S Adriatic trough,""
100570,1032563,Rovignj,""
100348,1032564,Limasso,""
100862,1032565,Cape Andreas,""
100425,1032566,Cape Greco to Cape Andreas,""
100365,1032567,SW coast,""
100861,1032568,Unknown,""
100073,1032569,Unknown,""
100035,1032570,Cape Greco to Cape Andreas,""
100503,1032571,Unknown,""
100978,1032572,Unknown,""
100901,1032573,Unknown,""
100814,1032574,Magosa Bay,""
100877,1032575,Unknown,""
100878,1032576,Unknown,""
100913,1032577,Unknown,""
100884,1032578,Unknown,""
100966,1032579,Unknown,""
100180,1032580,"Ayia Napa, Peya, Polis",""
100181,1032581,Khrysokhou Bay,""
100828,1032582,Snakel,""
100364,1032583,Unknown,""
100182,1032584,Unknown,""
100176,1032585,Aylios Yeoryos,""
100177,1032586,Unknown,""
100571,1032587,N Cyprus,""
100841,1032588,Peya,""
100920,1032589,Girne,""
100819,1032590,Xylophagou,""
100276,1032591,Girne,""
100915,1032592,Unknown,""
100344,1032593,Unknown,""
100943,1032594,Unknown,""
100993,1032595,Unknown,""
100994,1032596,Unknown,""
100213,1032597,Unknown,""
100517,1032598,N coast,""
100218,1032599,Girne,""
100971,1032600,Unknown,""
100932,1032601,Ayia Napa,""
100023,1032602,Girne,""
100277,1032603,Unknown,""
100821,1032604,Unknown,""
100137,1032605,Unknown,""
100128,1032606,Cape Andreas,""
53432,1032607,Girne,""
100548,1032608,Zephyros,""
100189,1032609,Unknown,""
100370,1032610,S. Turkey,""
50215,1032611,Unknown,""
100568,1032612,Unknown,""
50531,1032613,Unknown,""
100191,1032614,Unknown,""
100192,1032615,Cape Greco-C. Andreas,""
100782,1032616,Unknown,""
100731,1032618,Unknown,""
100347,1032619,Famagusta,""
53253,1032620,Famagusta Harbour,""
101209,1032621,"Larnaca, Moni, Limassol, Episkopi",""
101210,1032622,Unknown,""
1121,1032623,Akrotiri Bay,""
53491,1032624,Unknown,""
100132,1032625,Unknown,""
100134,1032626,Girne Harbour,""
100357,1032627,north coast,""
100453,1032628,Famagusta harbour,""
100626,1032630,off northern coast,""
100810,1032631,N.W. Cape Pyla,""
100896,1032632,north coast,""
100903,1032633,Famagusta harbour,""
100926,1032635,Akrotiri Bay,""
100651,1032636,Famagusta,""
100650,1032637,Famagusta,""
100160,1032638,Unknown,""
100441,1032639,Unknown,""
100324,1032640,Abukir-Damiettal,""
100348,1032641,Unknown,""
100428,1032642,Sinai,""
100862,1032643,Sinai,""
100425,1032644,Sinai,""
100087,1032645,Alexandria,""
100744,1032646,Unknown,""
100702,1032647,Sinai,""
100938,1032648,Sinai,""
100073,1032649,Port Said,""
101166,1032650,Unknown,""
100035,1032651,Unknown,""
100503,1032652,Port Said,""
100978,1032653,Sinai,""
100979,1032654,Unknown,""
100775,1032655,Sinai,""
100266,1032656,Port Said,""
100530,1032657,Port Said,""
100901,1032658,Unknown,""
100255,1032659,Port Said,""
100880,1032660,Sinai,""
100148,1032661,Unknown,""
100877,1032662,Sinai,""
100878,1032663,Sinai,""
100868,1032664,El Sayed,""
100279,1032665,Sinai,""
100913,1032666,Unknown,""
100068,1032667,"Bardawil Lagoon, Sinai",""
100493,1032668,Sinai,""
100167,1032669,Unknown,""
100966,1032670,Port Said,""
100181,1032671,Port Said,""
100828,1032672,Sinai,""
100226,1032673,Port Said,""
100739,1032674,Port Said,""
100300,1032675,Sinai,""
100986,1032676,Port Said,""
100346,1032677,Port Said,""
100607,1032678,Port Said,""
100943,1032679,Port Said,""
100594,1032680,Port Said,""
100606,1032681,Sinai,""
100371,1032682,Port Said,""
100213,1032683,Fauna Palest,""
100587,1032684,Sinai,""
100277,1032685,Sinai,""
100826,1032686,Sinai,""
100053,1032687,Port Said,""
100595,1032688,Port Said,""
100596,1032689,Sinai,""
100128,1032690,Port Said,""
100848,1032691,Unknown,""
100734,1032692,Unknown,""
53432,1032693,Unknown,""
100548,1032694,Sinai,""
100315,1032695,Sinai,""
100964,1032696,Rafah,""
100189,1032697,Unknown,""
100370,1032698,Port Said,""
100935,1032699,Sinai,""
100440,1032700,Port Said,""
100546,1032701,Unknown,""
100545,1032702,Sinai,""
100372,1032703,Port Said,""
100318,1032704,Port Said,""
100149,1032705,Port Said,""
100498,1032706,Port Said,""
50215,1032707,Port Said,""
100568,1032708,Port Said,""
100569,1032709,Unknown,""
100705,1032710,Unknown,""
100963,1032711,Abukis,""
100885,1032712,Abukis,""
100536,1032713,Unknown,""
100512,1032714,Alexandria,""
100709,1032715,Unknown,""
100042,1032716,Unknown,""
100043,1032717,Alexandria,""
100044,1032718,Sinai,""
100482,1032719,Sinai,""
100515,1032720,Unknown,""
100600,1032721,Alexandria,""
100447,1032722,Unknown,""
50531,1032723,Unknown,""
100191,1032724,Alexandria,""
100192,1032725,Unknown,""
100782,1032726,Port Said,""
100434,1032727,Port Said,""
100731,1032728,Port Said,""
100732,1032729,Unknown,""
100899,1032730,Unknown,""
100352,1032731,Port Said,""
100347,1032732,Alexandria,""
100110,1032733,"Alexandria, Abu Kir",""
100328,1032734,Port Said,""
100686,1032735,Alexandria to Abu Kir,""
100895,1032736,Port Said,""
100059,1032737,Port Said,""
100010,1032738,"Bardawil Lagoon, Sinai",""
100091,1032739,Port Said,""
100092,1032740,Unknown,""
100093,1032741,"Port Said, El Arish",""
101210,1032742,Port Said,""
100206,1032743,Unknown,""
100220,1032744,"Alexandria, Sallum",""
100232,1032745,Unknown,""
100389,1032746,"Alexandria, Port Said, Port Fauad",""
1121,1032747,Port Said,""
100460,1032748,"Alexandria, Abu Kir Bay",""
100463,1032749,Unknown,""
100465,1032750,Unknown,""
100535,1032751,Unknown,""
50228,1032752,Unknown,""
100672,1032753,Unknown,""
100836,1032754,Port Said,""
100858,1032755,"Port Said, Port Fouad",""
100887,1032756,Port Said,""
53491,1032757,El Dabaa,""
100083,1032758,Unknown,""
100132,1032759,Alexandria harbour,""
100354,1032760,Sinai,""
50180,1032761,Lake Mariout,""
50515,1032762,Port Said,""
100450,1032763,Port Said,""
50516,1032764,Port Said,""
100497,1032765,Unknown,""
100505,1032766,Unknown,""
100507,1032767,El Arish,""
100510,1032768,Rafah,""
100609,1032769,Unknown,""
100619,1032770,Unknown,""
100710,1032771,Unknown,""
100810,1032772,"Sidi Bisher, Alexandria harbour",""
100635,1032773,"El-Agami, Alexandria",""
100651,1032774,Port Said,""
101087,1032777,Port Said,""
101380,1032778,Alexandria,""
50159,1032781,La Seyne-sur-mer,""
100596,1032782,"Balaruc les Bains, Etang de Thau",""
53515,1032783,btw Etang du Vidourle and Le Grau du Roi,""
50156,1032784,Etang de Thau,""
100128,1032785,Corsica,""
53432,1032786,Corsica,""
50218,1032787,Etang de Thau,""
50554,1032788,"Embiez Is., Toulon",""
50223,1032789,Etang de Berre,""
50215,1032790,Unknown,""
50531,1032791,Etang de Berre,""
50542,1032792,"Etang de Berre, near Marseilles",""
50176,1032793,Etang de Sigean,""
100912,1032794,"Banyuls-sur-mer, Marseille",""
50172,1032795,Thau lagoon,""
100895,1032796,Toulon harbour,""
50227,1032797,Thau lagoon,""
50224,1032798,Thau lagoon,""
50527,1032799,Berre Lagoon,""
100020,1032800,Villefranche-sur-Mer,""
100021,1032801,Thau lagoon,""
50485,1032802,Thau lagoon,""
100030,1032803,"Toulon, Var",""
100062,1032805,Monaco,""
53220,1032806,Thau lagoon,""
50121,1032807,Toulon haurbur,""
50124,1032808,Banyuls,""
100090,1032809,Banyuls,""
53253,1032810,Gulf of Marseilles,""
100166,1032811,Monaco,""
100206,1032812,Corsica,""
101232,1032813,Thau lagoon,""
100210,1032814,Thau lagoon,""
100215,1032815,Thau lagoon,""
50147,1032816,Banyuls,""
50148,1032817,Banyuls,""
100290,1032818,Thau lagoon,""
100296,1032819,Unknown,""
100368,1032820,Unknown,""
100395,1032821,Unknown,""
100396,1032822,Unknown,""
100397,1032823,Unknown,""
50493,1032824,Thau lagoon,""
100399,1032825,Unknown,""
100416,1032826,Thau lagoon,""
100429,1032827,Thau lagoon,""
100465,1032828,Thau lagoon,""
100495,1032829,Thau lagoon,""
100500,1032830,Thau lagoon,""
100501,1032831,Thau lagoon,""
100528,1032832,Thau lagoon,""
53370,1032833,Thau lagoon,""
100586,1032834,Thau lagoon,""
50228,1032835,Unknown,""
100617,1032836,"Galeria Gulf, Corsica",""
53437,1032837,"Croix Valmer, Villefranche-sur-Mer",""
100772,1032838,Thau lagoon,""
100780,1032839,Unknown,""
100816,1032840,Thau lagoon,""
100835,1032841,Thau lagoon,""
50263,1032842,Thau lagoon,""
50500,1032843,Thau lagoon,""
100898,1032844,Thau lagoon,""
53504,1032845,Thau lagoon,""
50506,1032846,Thau lagoon,""
50498,1030643,"Baltic coast, Riga gulf, Gulf of Finland",""
50498,1030686,Baltic coast,""
50498,1030741,Baltic coast,""
50121,1030748,Atlantic coast,""
53265,1030754,Atlantic coast,""
53274,1030755,Atlantic coast,""
53275,1030756,Atlantic coast,""
53318,1030767,Atlantic coast,""
53325,1030768,Atlantic coast,""
53379,1030782,Atlantic coast,""
53421,1030786,Atlantic coast,""
100849,1030791,Atlantic coast,""
50527,1030893,Baltic Sea,""
100969,1032103, Madeira,""
100946,1032617,Unknown,""
100539,1032629,Yialousa,""
100939,1032634,Cape Dolos,""
53451,1030820,Rhine River,""
100793,1030821,Rhine River,""
100988,1032847,"Rade de Giens, Var",""
100574,1032848,"Porto Vecchio, Corsica",""
50515,1032849,Thau lagoon,""
50516,1032850,Marseille,""
53486,1032851,Ponteau,""
50180,1032852,"Galejon lagoon, Camargue",""
50521,1032853,Ponteau,""
53338,1032854,Corsica,""
100351,1032855,Villefranche-sur-Mer,""
101220,1032856,Banyuls,""
101238,1032857,Unknown,""
53623,1032858,Unknown,""
101215,1032859,Unknown,""
101349,1032860,Unknown,""
101165,1032862,Unknown,""
101380,1032863,Unknown,""
100348,1032864,Rhodes,""
100862,1032865,"Aegean, Naxos and Crete",""
100699,1032866,Rhodes,""
100425,1032867,Rhodes,""
100365,1032868,Rhodes,""
100087,1032869,Rhodes,""
100861,1032870,Rhodes,""
100073,1032871,NW coast of Rhodes,""
100503,1032872,Rhodes,""
100978,1032873,Rhodes,""
100979,1032874,Rhodes,""
100704,1032875,"Kastellorizo Isl., Rhodes",""
100591,1032876,Northeast Thracian Sea,""
100901,1032877,"Ixia, Rhodes",""
100902,1032878,Rhodes,""
